ConflictId,Year,ISO-3166-1,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version,
1-17,1954,VNM,Vietnam (North Vietnam),Government of France,,Viet minh,1017,,1,Vietnam,2,1,1,1946-11-20,1,1946-11-20,1,1,1954-07-20,1,220,,,,816,3,4.0-2015,
1-22,1954,PRY,Paraguay,Government of Paraguay,,Military faction (forces of Alfredo Stroessner),1584,,2,,1,1,3,1947-03-07,2,1954-05-05,1,1,1954-05-05,1,150,,,,150,5,4.0-2015,
1-25,1954,MMR,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1934, 1949",,1,Arakan,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,4.0-2015,
1-24,1954,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-37,1954,ISR,Israel,Government of Israel,,Palestinian insurgents,1044,,1,Palestine,1,0,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-31,1954,MYS,Malaysia,Government of United Kingdom,"Government of Australia, Government of New Zealand",CPM,1038,,1,Malaya,1,1,1,1948-06-19,1,1948-06-19,1,0,,,200,"900, 920",,,820,3,4.0-2015,
1-23,1954,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNUP,1757,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-26,1954,MMR,Myanmar (Burma),Government of Myanmar (Burma),,MPF,1031,,1,Mon,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,4.0-2015,
1-36,1954,GTM,Guatemala,Government of Guatemala,,Forces of Carlos Castillo Armas,1588,,2,,1,0,3,1949-07-18,1,1954-06-18,2,1,1954-06-27,1,90,,,,90,5,4.0-2015,
1-35,1954,,"China, Taiwan",Government of China,,Government of Taiwan,713,Government of United States of America,3,Taiwan strait,2,1,2,1949-10-31,3,1954-12-31,5,1,1954-12-31,5,710,,713,2,"710, 713",3,4.0-2015,
1-44,1954,KEN,Kenya,Government of United Kingdom,,Mau Mau,1245,,1,Kenya,2,1,1,1952-10-22,2,1952-10-22,2,0,,,200,,,,501,4,4.0-2015,
1-48,1954,TUN,Tunisia,Government of France,,National Liberation Army,1247,,1,Tunisia,1,0,1,1953-04-30,3,1953-04-30,3,0,,,220,,,,616,4,4.0-2015,
1-47,1954,MAR,Morocco,Government of France,,Istiqlal,1246,,1,Morocco,1,0,1,1953-11-07,1,1953-11-07,1,0,,,220,,,,600,4,4.0-2015,
1-49,1954,DZA,Algeria,Government of France,,FLN ,1248,,1,Algeria,1,0,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2015,
1-25,1955,MMR,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1934, 1949",,1,Arakan,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,4.0-2015,
1-24,1955,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-37,1955,ISR,Israel,Government of Israel,,Palestinian insurgents,1044,,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-31,1955,MYS,Malaysia,Government of United Kingdom,"Government of Australia, Government of New Zealand",CPM,1038,,1,Malaya,1,1,1,1948-06-19,1,1948-06-19,1,0,,,200,"900, 920",,,820,3,4.0-2015,
1-23,1955,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNUP,1757,,1,Karen,2,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-26,1955,MMR,Myanmar (Burma),Government of Myanmar (Burma),,MPF,1031,,1,Mon,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,4.0-2015,
1-44,1955,KEN,Kenya,Government of United Kingdom,,Mau Mau,1245,,1,Kenya,2,1,1,1952-10-22,2,1952-10-22,2,0,,,200,,,,501,4,4.0-2015,
1-48,1955,TUN,Tunisia,Government of France,,National Liberation Army,1247,,1,Tunisia,1,0,1,1953-04-30,3,1953-04-30,3,0,,,220,,,,616,4,4.0-2015,
1-47,1955,MAR,Morocco,Government of France,,Istiqlal,1246,,1,Morocco,1,0,1,1953-11-07,1,1953-11-07,1,0,,,220,,,,600,4,4.0-2015,
1-49,1955,DZA,Algeria,Government of France,,"FLN , MNA","1248, 1249",,1,Algeria,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2015,
1-52,1955,VNM,South Vietnam,Government of South Vietnam,,FNL,1063,,1,South Vietnam,2,1,3,1955-04-30,3,1955-04-30,3,0,,,817,,,,817,3,4.0-2015,
1-51,1955,CYP,Cyprus,Government of United Kingdom,,EOKA,1062,,1,Cyprus,1,0,1,1955-06-02,1,1955-06-02,1,0,,,200,,,,352,1,4.0-2015,
1-50,1955,ARG,Argentina,Government of Argentina,,"Military faction (forces of Eduardo A. Lonardi Doucet), Military faction (forces of Samuel Toranzo Calderón)","1597, 1998",,2,,1,0,3,1955-06-16,1,1955-06-16,1,1,1955-09-19,1,160,,,,160,5,4.0-2015,
1-25,1956,MMR,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1934, 1949",,1,Arakan,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,4.0-2015,
1-24,1956,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-37,1956,ISR,Israel,Government of Israel,,Palestinian insurgents,1044,,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-31,1956,MYS,Malaysia,Government of United Kingdom,"Government of Australia, Government of New Zealand",CPM,1038,,1,Malaya,1,1,1,1948-06-19,1,1948-06-19,1,0,,,200,"900, 920",,,820,3,4.0-2015,
1-23,1956,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNUP,1757,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-26,1956,MMR,Myanmar (Burma),Government of Myanmar (Burma),,MPF,1031,,1,Mon,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,4.0-2015,
1-39,1956,CHN,China,Government of China,,Tibet,1055,,1,Tibet,2,1,3,1950-10-07,1,1956-05-31,4,1,1956-12-31,5,710,,,,710,3,4.0-2015,
1-44,1956,KEN,Kenya,Government of United Kingdom,,Mau Mau,1245,,1,Kenya,2,1,1,1952-10-22,2,1952-10-22,2,1,1956-12-31,5,200,,,,501,4,4.0-2015,
1-48,1956,TUN,Tunisia,Government of France,,National Liberation Army,1247,,1,Tunisia,1,0,1,1953-04-30,3,1953-04-30,3,1,1956-03-20,4,220,,,,616,4,4.0-2015,
1-45,1956,CUB,Cuba,Government of Cuba,,M-26-7,1595,,2,,1,0,3,1953-07-26,1,1956-12-05,1,0,,,40,,,,40,5,4.0-2015,
1-47,1956,MAR,Morocco,Government of France,,Istiqlal,1246,,1,Morocco,1,0,1,1953-11-07,1,1953-11-07,1,1,1956-03-02,1,220,,,,600,4,4.0-2015,
1-49,1956,DZA,Algeria,Government of France,,"FLN , MNA","1248, 1249",,1,Algeria,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2015,
1-52,1956,VNM,South Vietnam,Government of South Vietnam,,FNL,1063,,1,South Vietnam,2,1,3,1955-04-30,3,1955-04-30,3,0,,,817,,,,817,3,4.0-2015,
1-51,1956,CYP,Cyprus,Government of United Kingdom,,EOKA,1062,,1,Cyprus,1,0,1,1955-06-02,1,1955-06-02,1,0,,,200,,,,352,1,4.0-2015,
1-54,1956,IND,India,Government of India,,NNC,1064,,1,Nagaland,1,0,3,1955-07-20,2,1956-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-53,1956,,"Hungary, Russia (Soviet Union)",Government of Hungary,,Government of Russia (Soviet Union),365,,2,,2,1,2,1956-10-23,1,1956-10-23,1,1,1956-11-14,1,310,,365,,"310, 365",1,4.0-2015,
1-55,1956,,"Egypt, France, Israel, United Kingdom",Government of Egypt,,"Government of France, Government of Israel, Government of United Kingdom","220, 666, 200",,1,Suez,2,1,2,1956-10-31,1,1956-10-31,1,1,1956-11-06,1,651,,"220, 666, 200",,"651, 220, 666, 200","1, 2",4.0-2015,
1-25,1957,MMR,Myanmar (Burma),Government of Myanmar (Burma),,"APLP, Mujahid Party","1934, 1949",,1,Arakan,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,4.0-2015,
1-24,1957,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-37,1957,ISR,Israel,Government of Israel,,Palestinian insurgents,1044,,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-31,1957,MYS,Malaysia,Government of United Kingdom,"Government of Australia, Government of New Zealand",CPM,1038,,1,Malaya,1,1,1,1948-06-19,1,1948-06-19,1,1,1957-08-31,1,200,"900, 920",,,820,3,4.0-2015,
1-23,1957,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNUP,1757,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-26,1957,MMR,Myanmar (Burma),Government of Myanmar (Burma),,MPF,1031,,1,Mon,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,4.0-2015,
1-45,1957,CUB,Cuba,Government of Cuba,,M-26-7,1595,,2,,1,0,3,1953-07-26,1,1956-12-05,1,0,,,40,,,,40,5,4.0-2015,
1-49,1957,DZA,Algeria,Government of France,,"FLN , MNA","1248, 1249",,1,Algeria,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2015,
1-52,1957,VNM,South Vietnam,Government of South Vietnam,,FNL,1063,,1,South Vietnam,2,1,3,1955-04-30,3,1955-04-30,3,0,,,817,,,,817,3,4.0-2015,
1-51,1957,CYP,Cyprus,Government of United Kingdom,,EOKA,1062,,1,Cyprus,1,0,1,1955-06-02,1,1955-06-02,1,0,,,200,,,,352,1,4.0-2015,
1-54,1957,IND,India,Government of India,,NNC,1064,,1,Nagaland,1,0,3,1955-07-20,2,1956-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-59,1957,,"Mauritania, Morocco",Government of France,Government of Spain,NLA,1419,,1,Morocco/Mauritania,1,0,1,1957-01-12,2,1957-01-12,2,0,,,220,230,,,435,4,4.0-2015,
1-58,1957,,"Honduras, Nicaragua",Government of Honduras,,Government of Nicaragua,93,,1,Common Border,1,0,2,1957-05-01,1,1957-05-01,1,1,1957-05-07,1,91,,93,,"91, 93",5,4.0-2015,
1-61,1957,OMN,Oman,Government of Oman,Government of United Kingdom,State of Oman/Free Oman,1068,,1,Oman,1,0,4,1957-07-31,3,1957-07-31,3,1,1957-08-26,1,698,200,,,698,2,4.0-2015,
1-57,1957,CMR,Cameroon,Government of France,,UPC,1418,,1,Cameroon,1,0,1,1957-09-30,3,1957-09-30,3,0,,,220,,,,471,4,4.0-2015,
1-60,1957,,"Mauritania, Morocco",Government of Spain,Government of France,NLA,1419,,1,Morocco/Spanish territories,1,0,1,1957-11-23,2,1957-11-23,2,0,,,230,220,,,600,4,4.0-2015,
1-56,1957,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNPP,1067,,1,Karenni,1,0,3,1957-12-31,6,1957-12-31,6,1,1957-12-31,5,775,,,,775,3,4.0-2015,
1-25,1958,MMR,Myanmar (Burma),Government of Myanmar (Burma),,Mujahid Party,1949,,1,Arakan,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,4.0-2015,
1-24,1958,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-37,1958,ISR,Israel,Government of Israel,,Palestinian insurgents,1044,,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-23,1958,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNUP,1757,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-26,1958,MMR,Myanmar (Burma),Government of Myanmar (Burma),,MPF,1031,,1,Mon,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,4.0-2015,
1-35,1958,,"China, Taiwan",Government of China,,Government of Taiwan,713,Government of United States of America,3,Taiwan strait,2,1,2,1949-10-31,3,1958-12-31,5,1,1958-12-31,5,710,,713,2,"710, 713",3,4.0-2015,
1-45,1958,CUB,Cuba,Government of Cuba,,M-26-7,1595,,2,,2,1,3,1953-07-26,1,1956-12-05,1,1,1958-12-31,5,40,,,,40,5,4.0-2015,
1-46,1958,IDN,Indonesia,Government of Indonesia,,"Darul Islam, Permesta Movement, PRRI","1059, 1060, 1061",,2,,2,1,3,1953-12-31,5,1958-04-17,2,0,,,850,,,,850,3,4.0-2015,
1-49,1958,DZA,Algeria,Government of France,,FLN ,1248,,1,Algeria,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2015,
1-52,1958,VNM,South Vietnam,Government of South Vietnam,,FNL,1063,,1,South Vietnam,2,1,3,1955-04-30,3,1955-04-30,3,0,,,817,,,,817,3,4.0-2015,
1-51,1958,CYP,Cyprus,Government of United Kingdom,,EOKA,1062,,1,Cyprus,1,0,1,1955-06-02,1,1955-06-02,1,0,,,200,,,,352,1,4.0-2015,
1-54,1958,IND,India,Government of India,,NNC,1064,,1,Nagaland,1,1,3,1955-07-20,2,1956-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-59,1958,,"Mauritania, Morocco",Government of France,Government of Spain,NLA,1419,,1,Morocco/Mauritania,1,0,1,1957-01-12,2,1957-01-12,2,1,1958-06-30,4,220,230,,,435,4,4.0-2015,
1-57,1958,CMR,Cameroon,Government of France,,UPC,1418,,1,Cameroon,1,0,1,1957-09-30,3,1957-09-30,3,0,,,220,,,,471,4,4.0-2015,
1-60,1958,,"Mauritania, Morocco",Government of Spain,Government of France,NLA,1419,,1,Morocco/Spanish territories,1,0,1,1957-11-23,2,1957-11-23,2,1,1958-06-30,1,230,220,,,600,4,4.0-2015,
1-64,1958,MYS,Malaysia,Government of Malaysia,"Government of Australia, Government of New Zealand, Government of United Kingdom",CPM,1038,,2,,1,0,4,1957-12-31,5,1958-12-31,5,0,,,820,"900, 920, 200",,,820,3,4.0-2015,
1-63,1958,LBN,Lebanon,Government of Lebanon,,Independent Nasserite Movement,1078,,2,,2,1,3,1958-05-15,2,1958-05-15,2,1,1958-07-31,2,660,,,,660,2,4.0-2015,
1-62,1958,IRQ,Iraq,Government of Iraq,,Military faction (free Officers Movement),1069,,2,,1,0,3,1958-07-14,1,1958-07-14,1,0,,,645,,,,645,2,4.0-2015,
1-25,1959,MMR,Myanmar (Burma),Government of Myanmar (Burma),,Mujahid Party,1949,,1,Arakan,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,4.0-2015,
1-24,1959,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-37,1959,ISR,Israel,Government of Israel,,Palestinian insurgents,1044,,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-23,1959,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNUP,1757,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-26,1959,MMR,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,1032,,1,Mon,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,4.0-2015,
1-39,1959,CHN,China,Government of China,,Tibet,1055,,1,Tibet,2,1,3,1950-10-07,1,1959-03-10,1,1,1959-04-23,1,710,,,,710,3,4.0-2015,
1-46,1959,IDN,Indonesia,Government of Indonesia,,"Darul Islam, Permesta Movement, PRRI","1059, 1060, 1061",,2,,2,1,3,1953-12-31,5,1958-04-17,2,0,,,850,,,,850,3,4.0-2015,
1-49,1959,DZA,Algeria,Government of France,,FLN ,1248,,1,Algeria,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2015,
1-52,1959,VNM,South Vietnam,Government of South Vietnam,,FNL,1063,,1,South Vietnam,2,1,3,1955-04-30,3,1955-04-30,3,0,,,817,,,,817,3,4.0-2015,
1-51,1959,CYP,Cyprus,Government of United Kingdom,,EOKA,1062,,1,Cyprus,1,0,1,1955-06-02,1,1955-06-02,1,1,1959-02-19,1,200,,,,352,1,4.0-2015,
1-54,1959,IND,India,Government of India,,NNC,1064,,1,Nagaland,1,1,3,1955-07-20,2,1956-12-31,5,1,1959-12-31,5,750,,,,750,3,4.0-2015,
1-57,1959,CMR,Cameroon,Government of France,,UPC,1418,,1,Cameroon,1,0,1,1957-09-30,3,1957-09-30,3,1,1959-12-31,5,220,,,,471,4,4.0-2015,
1-64,1959,MYS,Malaysia,Government of Malaysia,"Government of Australia, Government of New Zealand, Government of United Kingdom",CPM,1038,,2,,1,0,4,1957-12-31,5,1958-12-31,5,0,,,820,"900, 920, 200",,,820,3,4.0-2015,
1-62,1959,IRQ,Iraq,Government of Iraq,,Military faction (forces of Abdul Wahab al-Shawaf),1070,,2,,1,0,3,1958-07-14,1,1958-07-14,1,1,1959-03-10,1,645,,,,645,2,4.0-2015,
1-65,1959,LAO,Laos,Government of Laos,,Pathet Lao,1086,,2,,2,1,3,1959-11-12,1,1959-11-12,1,0,,,812,,,,812,3,4.0-2015,
1-67,1959,MMR,Myanmar (Burma),Government of Myanmar (Burma),,NSH,1089,,1,Shan,1,0,3,1959-11-22,1,1959-11-22,1,0,,,775,,,,775,3,4.0-2015,
1-25,1960,MMR,Myanmar (Burma),Government of Myanmar (Burma),,Mujahid Party,1949,,1,Arakan,1,0,3,1948-01-31,4,1948-01-31,4,0,,,775,,,,775,3,4.0-2015,
1-24,1960,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-37,1960,ISR,Israel,Government of Israel,,Palestinian insurgents,1044,,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-23,1960,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNUP,1757,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-26,1960,MMR,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,1032,,1,Mon,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,4.0-2015,
1-46,1960,IDN,Indonesia,Government of Indonesia,,"Darul Islam, Permesta Movement, PRRI","1059, 1060, 1061",,2,,1,1,3,1953-12-31,5,1958-04-17,2,0,,,850,,,,850,3,4.0-2015,
1-49,1960,DZA,Algeria,Government of France,,FLN ,1248,,1,Algeria,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2015,
1-52,1960,VNM,South Vietnam,Government of South Vietnam,,FNL,1063,,1,South Vietnam,2,1,3,1955-04-30,3,1955-04-30,3,0,,,817,,,,817,3,4.0-2015,
1-64,1960,MYS,Malaysia,Government of Malaysia,"Government of Australia, Government of New Zealand, Government of United Kingdom",CPM,1038,,2,,1,0,4,1957-12-31,5,1958-12-31,5,1,1960-07-31,1,820,"900, 920, 200",,,820,3,4.0-2015,
1-65,1960,LAO,Laos,Government of Laos,Government of Thailand,"Neutralists, Pathet Lao","1087, 1086",,2,,2,1,4,1959-11-12,1,1959-11-12,1,0,,,812,800,,,812,3,4.0-2015,
1-67,1960,MMR,Myanmar (Burma),Government of Myanmar (Burma),,SSIA,1090,,1,Shan,1,0,3,1959-11-22,1,1959-11-22,1,0,,,775,,,,775,3,4.0-2015,
1-158,1960,CMR,Cameroon,Government of Cameroon,Government of France,UPC,1418,,2,,2,1,4,1960-01-31,4,1960-01-31,4,0,,,471,220,,,471,4,4.0-2015,
1-72,1960,NPL,Nepal,Government of Nepal,,NC,1099,,2,,1,0,3,1960-02-29,4,1960-02-29,4,0,,,790,,,,790,3,4.0-2015,
1-69,1960,COD,DR Congo (Zaire),Government of DR Congo (Zaire) ,,Independent Mining State of South Kasai,1252,,1,South Kasai,1,0,3,1960-08-31,2,1960-08-31,2,0,,,490,,,,490,4,4.0-2015,
1-70,1960,ETH,Ethiopia,Government of Ethiopia,,Military faction (forces of Mengistu Neway),1253,,2,,1,0,3,1960-12-17,2,1960-12-17,2,1,1960-12-17,2,530,,,,530,4,4.0-2015,
1-25,1961,MMR,Myanmar (Burma),Government of Myanmar (Burma),,Mujahid Party,1949,,1,Arakan,1,0,3,1948-01-31,4,1948-01-31,4,1,1961-11-15,1,775,,,,775,3,4.0-2015,
1-24,1961,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-37,1961,ISR,Israel,Government of Israel,,Palestinian insurgents,1044,,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-23,1961,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNUP,1757,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-26,1961,MMR,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,1032,,1,Mon,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,4.0-2015,
1-34,1961,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KIO,1043,,1,Kachin,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-45,1961,CUB,Cuba,Government of Cuba,,Cuban Revolutionary Council,1596,Government of United States of America,2,,1,1,4,1953-07-26,1,1961-04-17,2,1,1961-04-20,1,40,,,2,40,5,4.0-2015,
1-46,1961,IDN,Indonesia,Government of Indonesia,,"Darul Islam, Permesta Movement, PRRI","1059, 1060, 1061",,2,,2,1,3,1953-12-31,5,1958-04-17,2,1,1961-12-31,5,850,,,,850,3,4.0-2015,
1-49,1961,DZA,Algeria,Government of France,,FLN ,1248,,1,Algeria,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2015,
1-52,1961,VNM,South Vietnam,Government of South Vietnam,,FNL,1063,,1,South Vietnam,2,1,3,1955-04-30,3,1955-04-30,3,0,,,817,,,,817,3,4.0-2015,
1-54,1961,IND,India,Government of India,,NNC,1064,,1,Nagaland,1,1,3,1955-07-20,2,1961-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-65,1961,LAO,Laos,Government of Laos,Government of Thailand,Pathet Lao,1086,,2,,2,1,4,1959-11-12,1,1959-11-12,1,1,1961-04-26,1,812,800,,,812,3,4.0-2015,
1-67,1961,MMR,Myanmar (Burma),Government of Myanmar (Burma),,SSIA,1090,,1,Shan,1,0,3,1959-11-22,1,1959-11-22,1,0,,,775,,,,775,3,4.0-2015,
1-158,1961,CMR,Cameroon,Government of Cameroon,,UPC,1418,,2,,1,1,3,1960-01-31,4,1960-01-31,4,1,1961-12-31,5,471,,,,471,4,4.0-2015,
1-72,1961,NPL,Nepal,Government of Nepal,,NC,1099,,2,,1,0,3,1960-02-29,4,1960-02-29,4,0,,,790,,,,790,3,4.0-2015,
1-69,1961,COD,DR Congo (Zaire),Government of DR Congo (Zaire) ,,Independent Mining State of South Kasai,1252,,1,South Kasai,1,0,3,1960-08-31,2,1960-08-31,2,0,,,490,,,,490,4,4.0-2015,
1-66,1961,AGO,Angola,Government of Portugal,,"FNLA, MPLA","1420, 1250",,1,Angola,2,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2015,
1-73,1961,FRA,France,Government of France,,OAS,1101,,2,,2,1,3,1961-04-22,1,1961-04-22,1,0,,,220,,,,220,1,4.0-2015,
1-75,1961,,"France, Tunisia",Government of France,,Government of Tunisia,616,,1,Bizerte,2,1,2,1961-07-20,1,1961-07-20,1,1,1961-07-22,1,220,,616,,"220, 616","1, 4",4.0-2015,
1-68,1961,COD,DR Congo (Zaire),Government of DR Congo (Zaire) ,,State of Katanga,1251,,1,Katanga,1,0,3,1961-10-27,1,1961-11-12,3,0,,,490,,,,490,4,4.0-2015,
1-74,1961,IRQ,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,2,1,3,1961-12-31,3,1961-12-31,3,0,,,645,,,,645,2,4.0-2015,
1-24,1962,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-33,1962,YEM,Yemen (North Yemen),Government of Yemen (North Yemen),Government of Egypt,Royalists,1040,,2,,2,1,4,1948-03-15,4,1962-10-31,3,0,,,678,651,,,678,2,4.0-2015,
1-37,1962,ISR,Israel,Government of Israel,,Palestinian insurgents,1044,,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-23,1962,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNUP,1757,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-26,1962,MMR,Myanmar (Burma),Government of Myanmar (Burma),,NMSP,1032,,1,Mon,1,0,3,1948-12-31,3,1949-02-28,3,0,,,775,,,,775,3,4.0-2015,
1-34,1962,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KIO,1043,,1,Kachin,2,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-49,1962,DZA,Algeria,Government of France,,FLN ,1248,,1,Algeria,1,1,1,1954-11-01,1,1954-11-29,2,1,1962-03-19,1,220,,,,615,4,4.0-2015,
1-52,1962,VNM,South Vietnam,Government of South Vietnam,Government of United States of America,FNL,1063,,1,South Vietnam,2,1,4,1955-04-30,3,1955-04-30,3,0,,,817,2,,,817,3,4.0-2015,
1-54,1962,IND,India,Government of India,,NNC,1064,,1,Nagaland,1,1,3,1955-07-20,2,1961-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-77,1962,,"China, India",Government of China,,Government of India,750,,1,"Aksai Chin, Arunachal Pradesh",2,1,2,1959-08-31,3,1962-11-21,5,1,1962-11-21,1,710,,750,,"710, 750",3,4.0-2015,
1-67,1962,MMR,Myanmar (Burma),Government of Myanmar (Burma),,SNUF,1091,,1,Shan,1,0,3,1959-11-22,1,1959-11-22,1,0,,,775,,,,775,3,4.0-2015,
1-72,1962,NPL,Nepal,Government of Nepal,,NC,1099,,2,,1,0,3,1960-02-29,4,1960-02-29,4,1,1962-12-31,5,790,,,,790,3,4.0-2015,
1-69,1962,COD,DR Congo (Zaire),Government of DR Congo (Zaire) ,,Independent Mining State of South Kasai,1252,,1,South Kasai,1,0,3,1960-08-31,2,1960-08-31,2,1,1962-12-31,5,490,,,,490,4,4.0-2015,
